MessageID,MessageType,MessageBody,Timestamp
"21","sent","haha, video tour won't be possible, and the price is $232 a month, you get what you pay for","1334558321"
"322","sent","brb","1355361338"
"206","recieved","all the numbers are too large","1353897208"
"227","sent","oh hold on this was tricky","1353897834"
"556","sent","hahah, should be. i have 427 right after, and then we have 412 tomorrow night","1387383911"
"490","sent","hey jordan, have you finished 357 yet? i'm looking to compare the order with someone to confirm my code","1365557256"
"385","recieved","probably is and they just got the date wrong. thanks!","1360810329"
"84","sent","i'll use this as my late lab, I got back later than anticipated","1348433094"
"164","sent","Two other groups were at acm on friday trying to figure it out","1353277719"
"447","recieved","what's the problem?","1364613249"
"127","sent","i've got bill bindy next to me now","1352870675"
"323","recieved","k","1355361380"
"22","sent","but its 208 E white","1334558327"
"228","sent","HT<char, int> store(20);","1353897869"
"249","sent","Np","1353902728"
"207","sent","oh okay","1353897212"
"85","recieved","well, first and last ones are really easy. score_keeper seemed a little ambiguous in terms of how they specified requirements, but it wasnt too bad.","1348433166"
"491","recieved","Problem 2, not ordered but with valuesILL 56.7114Ind 56.0403Mich 93.2886Wisc 100.0000NW 0Problem 3 orderedINDIANA 100.000000 MSU 81.828032 MICHIGAN 79.867456 OSU 77.252163 WISCONSIN 73.210080 IOWA 54.253581 MINNESOTA 52.265817 ILLINOIS 43.208681 PURDUE 32.557282 NEBRASKA 9.334283 PENN 2.487004 NORTHWESTERN 0.000000 both have been compared with 2 other people, so they should all be right","1365558118"
"386","sent","haha np","1360810358"
"557","sent","i'm gonna guess - recursion, amortization, memoization, graphs, maxflow, np-hard, randomness. just a hunch, though.","1387383957"
"165","recieved","ok, good. then there r apparently a lot of ppl who didnt finish. i dont feel bad now.","1353277744"
"126","sent","or something along those lines","1352870668"
"23","recieved","hahaha ok. thanks! we'll probably go check it out sometime this week. when do you / your friends need a decision by?","1334558464"
"128","sent","bill bindi**","1352870682"
"250","sent","finally found it","1354082446"
"448","sent","yeah, that one. so i have my b vector done already, i just need to finish the A matrix. i don't know how to approach it","1364613532"
"229","sent","store is the vaiable name","1353897885"
"208","sent","let's late a look at lphash.cpp hmm","1353897221"
"324","sent","i think i'm just gonna use an fft","1355454645"
"492","sent","hmm, i'm having some problems","1365558691"
"86","sent","cool","1348433228"
"166","recieved","but ya, if u want to use matlab you have to NX onto the servers and use the ones on there. our problem was that we couldnt transfer our test set over","1353277800"
"558","recieved","ya, I'd say that's a pretty good bet","1387383981"
"129","recieved","ya, but on one of my trees it says that the root is a mine","1352870692"
"251","sent","http://alumni.media.mit.edu/~tpminka/courses/36-350.2001/lectures/day32/","1354082447"
"387","recieved","Hey, I really hate to ask again, but would you mind if I used you as a professional reference for Google, since we can't use any of the management from State Farm?","1360981117"
"449","sent","i know they mention page 172 in the book, but those page numbers don't correlate with my pdf","1364613550"
"325","sent","http://www.music.mcgill.ca/~gary/307/week1/matlab.html","1355454645"
"559","recieved","headin out for beers tonight?","1387516292"
"24","sent","no clue, i'd have to ask them for the details. but you can come by on friday, i'll be pretty busy until then.","1334558518"
"209","recieved"," ++elems;    if( shouldResize() )    	resizeTable();    int idx=findIndex(key);    if (idx!=-1)    {    	table[idx]=new pair<K, V>(key, size);    	should_probe[idx]=true;    }    else    {		pair<K, V> * p= new pair<K, V>(key, size);		idx = hash( key, size );		while( table[idx%size] != NULL && should_probe[idx%size]==true)		{			idx++;		}	   	table[idx%size] = p;		should_probe[idx%size] = true;	}","1353897240"
"230","sent","btw, did you end up finishing the classifier?","1353897895"
"493","sent","did you end up doing x = Atranb\AtranA;","1365558695"
"252","recieved","wait, is that just an explanation or is that code?","1354082748"
"87","sent","at the rate i'm going, i think i'll still finish","1348433235"
"167","sent","Shit.","1353277889"
"388","sent","Of course, its no problemI got it all worked through already lol","1360981336"
"88","sent","hey, i finished the 498 hw. If you want to take a look, https://docs.google.com/document/d/141Cj48-xdXMWxcQwWOVPisj47EK0K3CRLHMdtCZoCds/edit","1351662545"
"231","recieved","no. my partner has all of the test images and he still hasnt trained it yet","1353897918"
"450","recieved","wait, so you need to come up with the A matrix or you need to put it in a pdf?","1364613639"
"560","sent","I'll be out, I'm not sure thay joe is lol","1387516829"
"130","sent","hmm....","1352870708"
"326","sent","fast fourier transform","1355454652"
"494","sent","and then insert a 0 at the front of x?","1365558707"
"210","sent","hmm","1353897305"
"131","sent","sounds like you're accessing the wrong node as the root? but that's not really possible i dont think","1352870725"
"253","sent","i see code lol","1354082758"
"389","recieved","Thanks man! I really appreciate it!","1360985412"
"168","sent","Yeah, I have my test set backed up in a cloud so I'll be fine with that. I just need to finish the regression and make a criteria","1353277966"
"232","sent","lool class tomorrow will be fun","1353897934"
"451","sent","lol","1364613647"
"89","sent","i'm not sure of my conclusions for #3, but i've got the simulation down.","1351662615"
"561","sent","Lemme hit him up","1387516845"
"495","recieved","I tried that at first, but i'm pretty sure the answers given that way are incorrect. you want to say AtranA=AtranA(2:n, 2:n) Atranb=Atranb(2:n, 1)unNormalizedAns=linsolve(AtranA, Atranb);That will produce a vector. Add the 0 to the beginning of the vector and then normalize:Normalized=(unNormalized-min(unNormalized))*100/max(unNormalized)","1365561861"
"327","sent","and then use something like this","1355454676"
"211","sent","can you codepad the code to me?","1353897310"
"254","sent","i don't know what the <- operator does though","1354082768"
"390","sent","finished 241, now on to 357 :(","1361165543"
"26","sent","lolz, dont sweat it. i hope you're not living in the dorms next year, apartment life is a hell of a lot better!","1334558779"
"169","sent","But so far, I havent heard of anyone who finished","1353277984"
"132","recieved","the node is apparently right. ","1352870742"
"452","sent","i meant that the PDF page numbers don't correlate with the ones on piazza, so i can't find what they're referring to in the book. all i need is to come up with the A matrix, which i believe is 50x11 , since we have a 10 degree polynomial","1364613704"
"233","recieved","as far as i know, the program I wrote should train it correctly though","1353897944"
"90","recieved","ok, i'll take a look at it and let u know if there's any problems with itif u can give me 2-3 min to switch to my other OS i'll send u mine. ","1351662802"
"496","sent","yeah, i realized that for pt 2. for some reason, i'm still havin problems with pt 3, but i think it's my A construction","1365562743"
"328","sent","http://en.wikipedia.org/wiki/K-nearest_neighbor_algorithm","1355454677"
"133","recieved","it shows up green on the chekc","1352870752"
"391","recieved","Haha it won't be that bad. 5 book problems, 1 of which requires coding","1361165745"
"212","sent","just make sure it's private","1353897313"
"170","recieved","Brian and whoever his parter are finished, but he's a sr doing research concerning Machine Learning in Robotics, so i dont think he counts","1353278032"
"255","sent","and i don't understand all of the code","1354082773"
"453","recieved","give me one sec. i'm looking it up. but ya, it's a 50x11 and the first column is all 1's ","1364613898"
"27","sent","hey jordan, if you and your buddy still want to check out my place, i'll be available all of this weekend.","1334952333"
"234","recieved","and ya, haha I still only know of one group that finished","1353897955"
"213","sent","it's probably one line that's messed up","1353897325"
"497","recieved","what do u think is wrong with your A matrix?","1365562822"
"91","sent","don't sweat it","1351662833"
"329","recieved","ya, i tried the feature extraction and then k-means and it's giving me shit","1355454701"
"392","recieved","hey, did you parse the commands yourself, or is there a built-in parser? one piece of code i came across said something about a parsecmd() fucntion, but I don't know what .h file is required to use it","1361235197"
"25","recieved","ok, sounds good. also, i didnt realize that you were renting it now. dont know why, but i thought u were in the dorms this year. ","1334558635"
"171","recieved","whoever's*","1353278049"
"256","sent","but tomorrow i'm gonna dissect it to the fullest","1354082780"
"134","recieved","check*","1352870755"
"454","sent","kk","1364613932"
"330","sent","hmm","1355454715"
"498","recieved","nm. stupid question","1365562901"
"28","recieved","Thanks! i'm eating dinner with him tonight, so we can figure out a time then and lt u know pretty soon. The only thing is that another one of our friends just got an internship at john deer, so now he's staying here as well, so we might have to look for a 3-4 bedroom apartment, depending on whether or not he figures out a different living arrangement. ","1334952549"
"235","sent","i'll just ask him for hlep aftger class","1353897991"
"214","recieved","http://codepad.org/1WmRsHKK","1353897412"
"172","sent","I'd be surprised if they weren't finished lol","1353280671"
"257","sent","if you change the URL to day31 they go into a little more detail on some stuff","1354082803"
"135","sent","hmm","1352870785"
"93","recieved","","1351663243"
"331","sent","this is not good","1355454717"
"393","sent","Do you mean for the non built in commands? Ls, ls/bin, etc","1361235256"
"499","sent","no, you asked exactly the right question hahaha","1365563072"
"92","sent","if anything, we'll go over it during class tomorrow","1351662844"
"455","recieved","oh, duh. so you have 50 rows. each row is of the form 1 x x^2 x^3 ... x^10 where x=row#","1364614060"
"236","sent","i dont think itll be a problem","1353897995"
"215","sent","i think that's way more than you need","1353897586"
"30","recieved","ok. thanks a lot! i really appreciate it!","1334952650"
"29","sent","for sure, that might be more difficult to find but definitely doable. feel free to text me at your leisure.","1334952625"
"258","recieved","hey, have you finished transpose yet?","1354154341"
"136","recieved","Bill Bindi! come help me!","1352870843"
"394","recieved","ya","1361235267"
"173","recieved","hey, do you need a partner or two for the spimbot competition?","1353884287"
"94","recieved","and ok, if ur sure. it's not due until tomorrow at midnight though, right? cause i havnt sent it in yet","1351663295"
"332","recieved","yup. havnt even started studying for the test yet. looks like it's gonna be an all nighter","1355454749"
"456","recieved","sorry, row#/50","1364614073"
"216","sent","it's so small that i'm just gonna copy and paste it","1353897605"
"237","recieved","most likely not","1353898014"
"31","recieved","hey, what r u plannin on wearing tomorrow? the email wasnt very specific, so i dont know whether or not we can wear cargo shorts.","1336963721"
"137","sent","lool","1352870915"
