MessageID,MessageType,MessageBody,Timestamp
"1232","sent","yeah, i wanted to change that shit yesterday, but the opposition's gonna get pissed and start calling us out on shit","1335375665"
"1280","recieved","THIS","1337496190"
"223","sent","might even get it printed discount, have us on one side, congress on the other","1315427934"
"1520","recieved","chuj z tym","1352918683"
"1664","sent","yo nigguh you work at Genius Bar?","1357447127"
"823","sent","i know right","1328588172"
"1159","sent","maybe a polish eagle","1335326576"
"1424","sent","aww yeah","1347600615"
"6","recieved","are you kidding me? my ear threw up.","1240888474"
"1039","sent","http://www.youtube.com/watch?v=MkWonUT-3L4","1331769762"
"342","sent","k you make me design","1320819292"
"511","sent","when in janurary?","1323664463"
"1231","recieved","gay","1335375632"
"1279","recieved","SPAM","1337496189"
"222","sent","lol, do work sonif you could get it done before friday thatd be great, cuz ill be in chicago and get it printed","1315427920"
"1519","sent","Lool I'd have to crop it","1352918666"
"1663","recieved","Cool","1356838655"
"822","recieved","jealous of that kid","1328588166"
"1158","sent","stick zagloba in there","1335326572"
"1423","sent","czekam na refresh kurwa","1347600581"
"5","sent","http://sharebase.to/files/JytyZIkDgg.htmlpowiedz mi CO TO KURRWWWWWAAA JEST","1240888076"
"1038","sent","damn playa i was at that party too","1331002424"
"341","recieved","hell yea ","1320819275"
"510","recieved","u come with","1323664440"
"1230","sent","co-chair wants to keep it chill i guess","1335375625"
"1278","recieved","http://www.talenthouse.com/creativeinvites/preview/a3201a743efa8477c521902ec4007cac/556?fb_comment_id=fbc_10150833986555748_22671537_10150835316200748#f238ba9df8","1337496188"
"221","recieved","I was thinking 3/4","1315427025"
"1518","recieved","profile picture boom","1352918618"
"1662","sent","just got free tix see you there","1356838618"
"821","recieved","thats crazy","1328588155"
"1157","sent","for VP Social","1335326567"
"1422","recieved","now u got all files","1347600552"
"4","recieved","wtf that mean","1240380700"
"1037","recieved","gooodie","1330719103"
"340","sent","you want a free zagloba t shirt?","1320819238"
"509","recieved","yea","1323664439"
"1229","sent","we dont want to be over the top, we're the only ones actually legit campaigning as it is","1335375609"
"1277","recieved","bra","1337231842"
"220","sent","dont take up half the flyer now...","1315426987"
"1517","sent","Loooolooloolol","1352918505"
"1661","recieved","Ya","1356838603"
"820","sent","what you think?","1328588117"
"1156","sent","2012","1335326561"
"1421","recieved","i sent u the web","1347600549"
"3","sent","30s are 615s are 4","1240378850"
"1036","sent","like sex","1330719091"
"339","recieved","co jest naplecie","1320819184"
"508","sent","cool shit","1323664406"
"1228","recieved","being cocky","1335375537"
"1276","recieved","4 sure","1337231841"
"219","recieved","ima put myself down as a sponsor too is that straight lol","1315422779"
"1516","sent","We definitely kicked out the epic motherfucker","1349730820"
"1660","sent","/porter","1356838586"
"819","sent","imma get a house with him senior year","1328588015"
"1155","sent","but just make it say lato-lesny 212","1335326555"
"1420","sent","send me one email w/ errthang","1347600503"
"2","recieved","im hitting you up","1240378555"
"1035","recieved","hows unofficial lookin","1330714175"
"338","sent","yoo","1320819168"
"507","recieved","avicii = wisconsin","1323664389"
"1227","recieved","thats the whole point","1335375535"
"1275","sent","nice, gettin vgfx noticed","1337231661"
"218","sent","Keep in mind we got a rep to keep up for ballin flyers:http://a7.sphotos.ak.fbcdn.net/hphotos-ak-ash2/61050_444137033150_648003150_5098525_5139244_n.jpg","1315377806"
"1515","recieved","Love it","1349723559"
"1659","sent","you goin to hardwell?","1356838581"
"818","sent","http://www.hercampus.com/school/illinois/campus-celebrity-djordje-gasic","1328587997"
"1154","sent","i got like a fever and shit so my creative thinking is bad","1335326539"
"1419","recieved","vgfx being dumb","1347600481"
"1","sent","you want some adderall hit me upi give you good price","1240378531"
"1034","sent","imma bounce, peace","1330498409"
"337","sent","i gotta look for that ID","1319307855"
"506","recieved","but yea i gotta go to u of i and visit i haven't been there in a while","1323664380"
"1226","sent","i launched through zagloba networks","1335375534"
"1274","recieved","yes","1337231605"
"217","sent","Yo Wojtek, here's what I need on the flyer:*U of I's Zagłoba Polish Club Presents: Barn Dance*Saturday October 8th*DJ Polski*Busses leave from Lot F-23 (S. Lincoln & W. Florida, Urbana IL) from 8-11PM*18 to enter, 21 to drinkOur Sponsor: Wally's MarketTickets avaliable @ Telekom, 3105 N MILWAUKEE AVE, Chicago& at select college campusesRSVP on Facebook, ""Zagloba Barn Dance 2011""You get artistic freedom to the max, so make it nice.If you run out of room, you can chill on the telekom and select college campuses stuff.If you can have it done before Friday that'd be amazing, but I'm not gonna rush you. Put in work niggy!http://www.ontheballbowling.com/shop/0/product/thumb/500/500/656b/_.jpeg","1315377523"
"1514","sent","Lol I have a zero tolerance bilullshit policy","1349723525"
"1658","sent","yeeeeeeeeeeeeee","1356206496"
"817","sent","this kids gonna be big","1328587996"
"1153","sent","uhh idk man","1335326526"
"1418","recieved","hold up","1347600476"
"0","sent","","1231633217"
"1033","sent","kurwa mac i got 10 more circuit problems to solve","1330498405"
"336","sent","yeah but i legit thought i went to clys last night fuck","1319307844"
"505","sent","avicii comin back again?","1323664379"
"1225","sent","or we might change it tomorrow, so we dont look like bitches when we lose","1335375522"
"1273","sent","is it getting printed official edc?","1337231581"
"216","sent","lol fsho peace niggy","1313471895"
"1513","recieved","greatest thing youve ever donw","1349720831"
"1657","sent","they fixin my mbp fo free","1356206488"
"816","sent","def jam marketing division","1328587947"
"1152","recieved","or what","1335326497"
"1417","sent","or did you send that already?","1347600444"
"1032","sent","aww shit","1330497984"
"335","recieved","joes is straight","1319307825"
"504","recieved","I'm going to see a vicii in january","1323664368"
"1224","sent","we keepin the defaults for later today when the official candidates are announced","1335375509"
"1272","sent","lolz fshoo, ill send im seding it to people individually","1337231573"
"215","recieved","yea i actually g2g i just hooked up dual monitors going ham","1313471885"
"1512","recieved"," lmao","1349720825"
"1656","sent","Cuz I'm not retarded like these pierogis","1355166854"
"815","sent","stfu","1328587944"
"1151","recieved","anything funny?","1335326496"
"1416","sent","can i get the cmyk flyer rendered in rgb?","1347600440"
"1031","recieved","staying til sunday baby","1330497970"
"334","sent","i thought i went to clys but my stamps is from joes..","1319307807"
"503","recieved","meh idk i might","1323664359"
"1223","recieved","ur default still the same","1335375477"
"1271","recieved","show some fuckin love man","1337231523"
"214","sent","good ur workin at it still though","1313471861"
"1511","recieved","i still cant get the image of you pushing that one kid out of my head","1349720824"
"1655","sent","Yeah I know","1355166839"
"814","recieved","there i guessed","1328587939"
"1150","recieved","what u want that banner to say","1335326494"
"1415","recieved","talk to me","1347600421"
"1030","sent","you stayin saturday too or you leavin in the morning?","1330497954"
"333","sent","fuck","1319307797"
"502","sent","wanna see rusko at u of i in february?","1323664332"
"1222","recieved","wtf u mean u started it","1335375472"
"1270","recieved","promo some more if u can","1337231511"
"213","sent","lol","1313471855"
"1510","recieved","dude","1349720809"
"1654","sent","Just not running","1355166837"
"813","recieved","you called him","1328587935"
"1149","sent","yo wattup dude","1335326473"
"1414","recieved","CO JEST","1347600418"
"1029","recieved","and i wanna eventually sleep","1330497926"
"332","recieved","firehaus","1319307616"
"501","sent","props to you","1323664325"
"1221","recieved","good shit","1335374870"
"1269","recieved","yezzir","1337231504"
"212","recieved","dreamweaver harder than i thought","1313471826"
"1509","recieved","fo sho","1349718622"
"1653","recieved","if u were prez the next barn dance could potentially be the best ever","1355166825"
"812","sent","just guess","1328587933"
"1148","recieved","YOOO","1335325727"
"1413","recieved","co jest lato","1347600416"
"1028","sent","i guess","1330497911"
"331","recieved","red lion","1319307612"
"500","recieved","I'm doing everything from scratch","1323664287"
"1220","recieved","its cool","1335374866"
"1268","sent","damn your shirts on top niggy","1337231294"
"211","recieved","workin on it","1313471819"
"1508","sent","yo nigguh that shit was poppin, thanks for makin it out","1349718557"
"1652","sent","I'm not quitting","1355166825"
"811","sent","guess who called him last week (low key)?","1328587924"
"1147","sent","me and piotr hittin up saturday","1334807939"
"1412","recieved","???","1347600412"
"1027","recieved","to leave all our shit in","1330497905"
"330","recieved","which bar u go to","1319307611"
"499","sent","at least you got rid of the bestbuy colors","1323664271"
"1219","sent","just launched lato-lesny 2012","1335374866"
"1267","sent","brb imma get out of this library, indians smell like shit","1336511968"
"210","sent","yo hows that website","1313471808"
"1507","sent","kkk","1349158677"
"1651","recieved","no one likes a quitter","1355166812"
"810","recieved","i know you told me","1328587924"
"1146","recieved","not sure yet","1334807670"
"1411","sent","? man h/o","1347600401"
"1026","sent","you aint gonna make it back there","1330497900"
"329","sent","i mustve lost that bitch inside","1319307312"
"498","recieved","-__- stfu I'm working on it","1323664243"
"1218","sent","yo thanks for the promo shit niggy","1335374857"
"1266","sent","probably just be someones bitch","1336511938"
"209","sent","buhbye","1313385532"
"1506","recieved","busines hours 8am-11pm","1349158667"
"1650","sent","But fuck it","1355166797"
"809","sent","my nigguh out here does like 90 percent of his promo","1328587911"
"1145","recieved","i might do one day","1334807668"
"1410","recieved","2 - RGB for internet use","1347600341"
"1025","sent","for what?","1330497893"
"328","sent","fuck man, im trying to figure out how i got into the bar w/ no ID","1319307306"
"497","sent","if only your website had content on it","1323664228"
"1217","sent","this shit is bomb as fuck!","1335333274"
"1265","recieved","o","1336511925"
"208","recieved","bye babe","1313385510"
"1505","sent","fsho","1349158663"
"1649","sent","I cou ld be president next year","1355166794"
"808","recieved","yea","1328587856"
"1144","recieved","negative","1334807657"
"1409","recieved","1 - CMYK for print","1347600336"
"1024","recieved","im getting hotel room","1330497885"
"327","sent","yeah kinda i wore my coat yesterday","1319307293"
"496","recieved","my servers are linux based","1323664151"
"125","sent","presale happening now only 25","1311613309"
"133","recieved","it grew on me ok stfu","1311613761"
"207","recieved","i know lol im always pessimistic so im tryin to flip","1313385507"
"639","recieved","nigga snapped at micheal jackson cover","1324875259"
"121","sent","it syncs to itunes too","1311613242"
"1360","sent","but at u of i","1347599407"
"1095","sent","you can get the other ","1333135663"
"128","recieved","lmao yea me 2","1311613413"
"807","sent","you know asap rocky?","1328587806"
"1792","recieved","smelly ass city","1363650040"
"124","sent","yeah","1311613303"
"132","sent","yeah if youre deaf and retarded","1311613703"
"1648","sent","I'm quittin this shit","1355166625"
"254","recieved","still gotta add tweaks to it but here it is","1315547948"
"711","recieved","later homie","1326908115"
"638","recieved","yea i guess","1324875243"
"120","recieved","its just streaming right","1311613224"
"951","sent","kurwa piotr gotta start makin house music","1329380097"
"1359","sent","not a logo","1347599405"
"1094","sent","im givin one to my buddy","1333135660"
"127","sent","i like one song by him","1311613404"
"806","sent","a vocal exciter and some limiters and you cant even imagine whats gonna happen","1328587706"
"1791","recieved","fuck san jose","1363650036"
"123","recieved","aND dada life is novemeber right","1311613298"
"131","recieved","my fav","1311613662"
"1647","sent","And $50 is lowwww","1355166615"
"253","sent","yeah","1315547841"
"710","sent","peace","1326908109"
"637","sent","echoes is the hardcore stuff, and house of balloons is the perfect balance i think","1324875199"
"119","sent","and get dada life tix","1311613216"
"950","sent","yeah nigguh","1329380082"
"1358","sent","we need (@ U of I) somewhere","1347599388"
"1093","recieved","dibs on one","1333135652"
"126","sent","idk about skrillex tho","1311613399"
"805","sent","but nicks just gotta get on mastering for the beats cuz it needs to pop more","1328587684"
"1790","sent","i was gonna say, meet me in san jose in two days","1363650022"
"122","recieved","nice","1311613291"
"130","recieved","http://www.youtube.com/watch?v=F21aifX0lZY","1311613661"
"1646","sent","They have money to pay 700 $ in serving alcohol to minor fees but wont give me even $50 to get you to do t shirts","1355166605"
"252","recieved","ready?","1315547834"
"709","sent","fsho im gonna get to class","1326908107"
"636","sent","thursday is like, the gay side of house of balloons","1324875184"
"118","recieved","aaa i heard it","1311613205"
"949","recieved","but very good","1329380072"
"1357","recieved","nope","1347599379"
"1092","sent","im thinkin bout it","1333135645"
"134","sent","i bet your favorite part is when they scream ""CALL 911 NOW OMG""","1311613785"
"804","sent","yeah","1328587673"
"1789","sent","shit","1363650014"
"112","sent","nigga h/o","1311613084"
"129","sent","http://www.youtube.com/watch?v=ArVPbZFdOA8","1311613450"
"1645","sent","Fuck barn dance fuck zagloba","1355166555"
"251","sent","kk ill wait up","1315547751"
"708","recieved","g2g to protest against SOPA","1326908095"
"635","recieved","thursday i didnt like at all tho","1324875161"
"117","sent","its 100x better like itunes","1311613140"
"948","recieved","old","1329380034"
"1356","sent","oh hold on","1347599378"
"1091","sent","i won two free tix","1333135643"
"803","recieved","nice good stuff","1328587664"
"1788","recieved","CHICAGO","1363650006"
"111","recieved","tell me more","1311613069"
"1644","recieved","i keep on hooking barn dance up","1355166482"
"250","recieved","i wanna see what u think","1315547735"
"707","recieved","son","1326907573"
"634","recieved","hard to pick between those two","1324875155"
"116","sent","my friend sent me yesterday","1311613123"
"947","sent","http://www.youtube.com/watch?feature=player_embedded&v=0K3p26aj6jE","1329380003"
"1355","sent","u gonna change the title shit?","1347599363"
"1090","recieved","i think so","1333135632"
"802","sent","yeah nigguh me and piotr talk to him a lil","1328587648"
"1787","sent","what city u in now","1363649988"
"1643","recieved","u gotta throw some business at me","1355166472"
"249","recieved","wait 10 mins i save and send","1315547730"
"706","recieved","good shit","1326907572"
"633","sent","i think house of balloons is still better than echoes","1324875101"
"115","sent","courtesy of mos def","1311613118"
"946","sent","peace","1329379835"
"1354","sent","yeah ","1347599357"
"1089","sent","you goin to dash berlin tonight?","1333135624"
"801","recieved","o shit u know nick?","1328587623"
"1786","sent","add features as i please","1361510027"
"1642","sent","Lool*","1355166453"
"248","recieved","hold on","1315547725"
"705","sent","me too, then saturday joannas","1326907558"
"632","sent","yo","1324155935"
"114","sent","https://www.spotify.com/us/mos-def/","1311613114"
"945","sent","i think they want orders in by tomo so decide soon","1329379833"
"1353","recieved","ok so i sending u online version and were done","1347599323"
"1088","recieved","i watched","1332827789"
"800","sent","get into studio w/ me and piotr and our team and we'll just master","1328587609"
"1785","sent","feed reader/parser/display","1361510022"
"1641","sent","Look","1355166449"
"247","sent","holler","1315547722"
"704","recieved","friday im prolly gonna hit up a bar","1326907500"
"703","recieved","sickkkk","1326907454"
"113","sent","ill get you free invite","1311613088"
"944","recieved","im outie","1329379815"
"1352","sent","i love the kielbasa lol","1347599297"
"1087","recieved","i know","1332827788"
"631","sent","peace","1323668589"
"1784","sent","for a summer position","1361510006"
"1640","recieved","and puked","1355166439"
"246","sent","oh shit","1315547720"
"799","sent","nigguh, i told nick","1328587598"
"702","sent","just go to the bars you can walk out w/ at least one from each place","1326907323"
"943","recieved","ill let u know by tomorrow","1329379809"
"1351","sent","other than that A+","1347599290"
"1086","sent","i wasnt even there and i was hyped up as fuck","1332827071"
"630","sent","yeah get up you lazy as hell","1323668588"
"1783","sent","it's for an interview","1361510002"
"1639","recieved","looks like i ate some glitter","1355166437"
"245","recieved","im done","1315547711"
"798","recieved","and tell me if it has potential to blow up","1328587579"
"701","sent","fuck that","1326907303"
"942","sent","its 12 i think, order it through the link on side and email him telling ill pick it up","1329379809"
"1350","sent","in general the black title is depressing i think","1347599271"
"1085","sent","armins set at ultra killed it","1332827053"
"629","recieved","thanks for the torrent help","1323668574"
"1782","recieved","no bullshittin","1361509990"
"1638","recieved","its just plain gay","1355166433"
"244","sent","im gettin to bed, just fb msg it to me when ur done","1315547706"
"797","recieved","it","1328587572"
"700","sent","just open you eyes","1326907292"
"941","sent","idk, people always think of shit, thats what im rockin this year","1329379793"
"1349","sent","nah it makes it hard to look at","1347599197"
"1084","sent","nice","1332827039"
"628","recieved","ill hit u up some other time","1323668567"
"1781","recieved","i wanna see results","1361509986"
"1637","recieved","its not eh","1355166430"
"243","recieved","lol homo","1315547705"
"796","recieved","peep","1328587571"
"699","recieved","and send me 10 facebooks","1326907287"
"940","recieved","unless theres other cool ones","1329379781"
"1348","recieved","in a good way?","1347599174"
"1083","recieved","no turning back","1332827032"
"627","recieved","im gonna dip out to bed","1323668560"
"1780","recieved","ok?","1361509966"
"1636","sent","Its.... ehh","1355166417"
"242","sent","away from keyboard","1315547695"
"795","recieved","http://www.youtube.com/watch?v=USTOzVe5XXo","1328587569"
"698","recieved","find some campus sluts","1326907279"
"939","recieved","10 bucks why not","1329379776"
"1347","sent","that flash of light in the background hurts so much","1347599164"
"1082","recieved","ye booked my plane tix on saturday","1332827028"
"626","recieved","if everything was only that easy","1323668554"
"1779","sent","http://www.solstice-mobile.com/","1361509943"
"1635","sent","Krewellas designer did the banner","1355166412"
"241","recieved","afk?","1315546331"
"794","recieved","im prolly gonna ask piotr to hook it up with a fat beat","1328587537"
"697","sent","im saving it for a&b","1326907278"
"938","sent","https://www.facebook.com/UIUCUnofficial2012","1329379702"
"1346","sent","aww yeah","1347599107"
"1081","sent","u hittin edc?","1332827015"
"625","sent","i live 10 mins from best buy","1323668546"
"1778","sent","doing a project for these fuckers","1361509942"
"1634","sent","Lol","1355166403"
"240","sent","text me if anythiung, im goin afk","1315546313"
"793","recieved","im this kids promo manager/designer/PR","1328587524"
"696","sent","stfu","1326907269"
"937","sent","no i got this one h/o","1329379687"
"1345","recieved","so calm your ass ","1347599098"
"1080","sent","lol","1332827012"
"624","sent","no bullshit bro hahah","1323668541"
"1777","recieved","pussy bitch to cie zrobil","1361471065"
"1633","recieved","cuz their current shit sucks my left nut","1355166388"
"239","sent","thatll be on the fb","1315546298"
"792","recieved","thanks","1328587510"
"936","recieved","the boozer one?","1329379682"
"1344","recieved","its a big file","1347599095"
"935","recieved","what shirt","1329379680"
"623","recieved","lol","1323668531"
"1776","sent","don't be pussy bitch","1361470913"
"1079","recieved","do it","1332826988"
"238","sent","20 at busses","1315546295"
"791","sent","nice isael promo","1328587496"
"694","sent","yee","1326907249"
"1632","recieved","tell ragetracks homos they need new designs","1355166382"
"1343","recieved","my vgfx just sent","1347599091"
"934","sent","leave sunday","1329379672"
"622","sent","u should transfer to the best buy branch in champaign and live on campus","1323668479"
"1775","recieved","Mayb","1361470895"
"1078","sent","but fuck it","1332826979"
"237","sent","10 for members, 15 nonmembers","1315546293"
"790","recieved","no","1328040462"
"1631","sent","Once I finish ragetracks mobile app I'm getting on that shit","1355166358"
"1342","recieved","check mail","1347599088"
"933","sent","fri-saturday at least","1329379670"
"621","recieved","damn nice","1323667639"
"1774","sent","you comin unofficial?","1361470877"
"1077","sent","lol, if you really want i can cop a leftover one for you","1332826976"
"236","sent","i dont think so, they can consult facebook for that","1315546285"
"789","sent","above & beyond this thursday you comin?","1328040225"
"788","recieved","Sure","1327474502"
"1630","sent","Kk","1355166339"
"1341","sent","kkk","1347599069"
"932","sent","you want to order bad ass shirt for 10?","1329379665"
"692","sent","you want mali?","1326907237"
"1773","recieved","Good luck","1361343224"
"1076","recieved","jk","1332826958"
"235","recieved","how much are they","1315546280"
"620","sent","i might write for it","1323667575"
"787","sent","ill throw him ur designs","1327473538"
"1629","sent","Yee make vgfx official","1355166320"
"1340","recieved","ill send from google","1347599048"
"931","recieved","?","1329379662"
"691","recieved","saturday i will get trashed out of my mind","1326907234"
"1772","sent","fb interview tomorrow :(","1361343189"
"1075","recieved","im gonna steal that for vegas lol","1332826953"
"234","sent"," no","1315546263"
"619","sent","http://www.urbanapoppinchampaign.com/","1323667567"
"786","sent","you wanna design for 3LAU","1327473534"
"1628","recieved","email me pdf","1355166320"
"930","recieved","fri-sun>","1329379661"
"1074","recieved","sick as shit","1332826947"
"690","recieved","im going all out","1326907226"
"1771","sent","fuck nigguh","1361343185"
"1339","recieved","and be done with this shit","1347599039"
"1627","recieved","whenever u have biz plan written up","1355166318"
"233","recieved","u not putting price of tix","1315546210"
"618","sent","that serbian dude founded this shit too","1323667566"
"785","recieved","im out","1327473517"
"929","recieved","idk what days to go","1329379658"
"1073","recieved","sick","1332826941"
"689","recieved","pick up everything","1326907223"
"1770","recieved","yeeeeee","1360876853"
"1338","sent","dude i still dont have your email","1347599038"
"1626","recieved","i gonna be starting my own sooner than later too","1355166304"
"232","recieved","give me like 30 more","1315545475"
"617","sent","cool ass nigguh","1323667555"
"784","recieved","im at 52......","1327473416"
"928","sent","yee","1329379658"
"1625","sent","Nice","1355166294"
"688","recieved","pick up some yay ","1326907220"
"1769","sent","i love that shit","1360876828"
"1337","recieved","then i can make the web version for you","1347599036"
"1072","sent","idk what the final looks like w/ all the bajery, that gets printed thurs","1332826940"
"231","sent","if it sucks im photoshopping the vgfx logo out","1315544866"
"616","sent","yeah, i might live with his stoner ass next year too lol","1323667551"
"879","sent","damn thats swag nigguh","1328591116"
"1336","recieved","it better be cool","1347599030"
"1720","sent","niceeeee","1359668475"
"495","recieved","lol nice nice ","1323664147"
"1143","sent","u goin lolla?","1334806648"
"1576","recieved","nothing ever gets flagged","1354816688"
"1864","sent","dispensaries <3","1369692386"
"447","recieved","or am i just over analyzing","1323662002"
"878","recieved","and im probably becoming supervisor at best buy","1328591105"
"110","recieved","i heard about it","1311613066"
"1335","recieved","and lemme know if its cool","1347599028"
"1719","recieved","im going to cincinatti tomorrow","1359668461"
"494","sent","i like it more than all the other bullshit","1323664086"
"1142","sent","yo nigguh","1334806644"
"1575","sent","you goofy as fuck it's gonna get flagged","1354816019"
"1863","sent","najsnajs","1369337467"
"446","recieved","whats the news for utorrent ","1323661997"
"877","sent","malcom x","1328591098"
"109","sent","yo nigga get spotify","1311612965"
"1334","recieved","lemme know when u get it","1347599024"
"1718","recieved","give me a week","1359668456"
"493","sent","linux is good shit","1323664081"
"1141","sent","wattup","1334211757"
"1574","sent","loool","1354816010"
"1862","recieved","nope","1369337445"
"445","sent","i was gonna do cs, but i got frustrated with all these genius ass kids writing programs in 10 mins, so im doing CE and im gonna be making shit for vestax and shit","1323661994"
"876","recieved","i might also be getting my own place","1328591094"
"108","sent","lolu gotta drink shit like watercranberry juicecoffee","1310529380"
"1333","recieved","that voygraphics email is the shit","1347598987"
"1717","recieved","you my boy","1359668452"
"492","recieved","never used linux yet","1323663926"
"1140","sent","ahahaahhaah nice!","1333807886"
"1573","recieved","YOLO","1354815919"
"1861","sent","you got other ones?","1369337408"
"444","sent","lol you dumb as hell","1323661976"
"875","recieved","i might go to different community college closer to downtown","1328591088"
"107","sent","coffee","1310529378"
"1332","sent","that @voygraphics.com email lags like a motherfucker","1347598762"
"1716","recieved","and you will know before anyone else","1359668450"
"491","sent","whenever i use a mac i just pop open terminal and its like linux","1323663765"
"1139","recieved","","1333777813"
"1572","recieved","but fuck it","1354815918"
"1860","recieved","thanks","1369337343"
"443","recieved","fuck im blasted","1323661969"
"874","sent","i feel you","1328591087"
"106","sent","cranberry juice","1310529377"
"1331","sent","http://www.northstarfoodsinc.com/images/stories/logo.png","1347386491"
"1715","recieved","lol","1359668446"
"490","sent","ehh, its all the same shit to me","1323663746"
"1571","recieved","lol one of my opened tabs","1354815917"
"1859","recieved","o","1369337342"
"442","recieved","doesn't work out","1323661965"
"873","recieved","idk if wright or not theres a lot of shit going on in my life now","1328591076"
"1138","recieved","shit aight","1333137274"
"1330","sent","Facebook just asked me if I wanna work in their cali or ny office, which one do I choos","1347386370"
"1714","recieved","ol","1359668445"
"489","recieved","everyone i talked to said mac is easier to crac","1323663078"
"105","sent","u gotta drink shit like water","1310529375"
"1858","sent","riderneeds","1369337336"
"1570","sent","http://www.cliffsnotes.com/study_guide/literature/brave-new-world/critical-essays/revisited-further-thoughts-future.html","1354815872"
"104","sent","lol","1310529369"
"441","recieved","so ill stick with advertising marketing if web dev shit works out","1323661962"
"872","sent","you goin back to wright any time soon tho?","1328591043"
"1137","sent","he lives in palos itll take him like an hour give or take","1333137261"
"1329","sent","Google it nigguh im hustlin","1347386095"
"1713","recieved","neither do i","1359668444"
"488","recieved","i should be able to figure it out","1323663069"
"1857","recieved","whih one","1369337323"
"1569","recieved","copy and paste status","1354815818"
"103","recieved","drankin water","1310528710"
"440","sent","lol","1323661957"
"871","sent","yeah dude, when you first started photoshop i thought you were gonna give up, but you do good shit now","1328591034"
"1136","sent","fshoo","1333137253"
"1328","recieved","Logo","1347385604"
"1712","sent","don't be so shady though i have no idea what you're tryna do lol","1359668431"
"487","sent","piotr will be back in chi soon if you cant get it","1323662547"
"1856","sent","damn nice website broski","1369337315"
"1568","recieved","i need it in like 10 mins","1354815814"
"102","sent","whats good","1310527972"
"439","recieved","lmao","1323661950"
"870","recieved","i appreciate your honesty","1328590897"
"1135","recieved","tell him to call me when hes on his way to congress so that way i know when to leave ","1333137209"
"1327","sent","OhhI im at career fair I dont got emailBut northstar foods inc","1347385580"
"1711","sent","alright man","1359668419"
"486","sent","bootlegging for mac is a lil differen though","1323662538"
"1855","recieved","okay maciewski","1368587751"
"1567","recieved","find me a paper on brave new world","1354815808"
"101","recieved","u there b","1310526478"
"438","recieved","brain","1323661948"
"869","sent","but i know you're persistent so go head nigguh","1328590844"
"1134","recieved","got it","1333137163"
"1326","recieved","Sponsor stuff","1347385418"
"1710","recieved","but im glad u can get me in touch","1359668345"
"485","sent","http://thepirate bay.org/torrent/5527120/Adobe_CS5_Master_Collection_[MAC]","1323662510"
"1566","recieved","Yea... Straight up murzyn","1353474203"
"100","recieved","yoooo","1310526094"
"437","recieved","i probably don't got the prain","1323661946"
"868","sent","well, you suck at getting shit done","1328590834"
"1133","sent","theyre names are both daniel so its fucked up","1333137138"
"1325","sent","I sent everything else earlier you didnt get that shit still?","1347385080"
"1709","recieved","ill let u know when im ready to speak to him","1359668340"
"484","sent","this ","1323662502"
"1853","recieved","gotta hit me on a good day","1368587579"
"1565","sent","but i'd feel like a murzyn","1353468190"
"99","sent","wassup weezy","1310525191"
"436","sent","lol true","1323661938"
"867","recieved","why not","1328590811"
"1132","recieved","gotcha ","1333137125"
"1324","recieved","Cool. Send all other info too","1347384735"
"1708","recieved","favor for favor kinda deal","1359668332"
"483","sent","nvm thats photoshop onbly","1323662460"
"1852","recieved","im super busy","1368587573"
"1564","sent","damn, im working on a design for zaglobas t shirt, i wanna cop your lane tech shit","1353468184"
"98","sent","wassup weezy","1309997243"
"435","recieved","its more to learn but better $$","1323661932"
"866","sent","yeah okay, juz to widze..","1328590806"
"1131","sent","and youll call skwirut","1333137117"
"1323","sent","Sent over a photo","1347384259"
"1707","sent","he's chill","1359668309"
"482","sent","http://thepira tebay.org/torrent/6675803","1323662430"
"1851","recieved","depends","1368587571"
"1563","recieved","thanks babe","1353098802"
"97","recieved","Niceeeee","1309240232"
"434","sent","if you got the brain for it, do it","1323661931"
"865","recieved","and graphic design","1328590797"
"1130","sent","my other roommates gonna pick up the tix","1333137114"
"1322","recieved","Spierdalaj cipo","1347384013"
"1706","sent","depends what you need from him","1359668299"
"481","sent","holler at piotr hell get yo uall the cool apps and features and shit","1323662391"
"1850","sent","wanna smoke this week?","1368587558"
"1562","sent","http://pinterest.com/pin/265219865526048236/","1353098783"
"96","sent","i got traktor routed to ableton whattup","1309238219"
"433","recieved","yea cs","1323661921"
"864","recieved","photography","1328590794"
"1129","sent","hes my nigguh hes cool","1333137097"
"1321","sent","Babygirl","1347383988"
"1561","sent","for you","1353098782"
"480","recieved","u think those are legit?","1323662383"
"1849","sent","i'm in town til saturday","1368587553"
"1705","recieved","or is he a cool guy","1359668218"
"95","recieved","It's cool yeezy","1308729689"
"432","recieved","or just going web dev and UX and UI","1323661916"
"863","recieved","fuck it dude i think im gonna get into video production","1328590792"
"1128","sent","hes right here next to me","1333137094"
"1320","recieved","You a girl","1347383970"
"1560","sent","but fuck it i got most of emalready","1353095929"
"479","recieved","http://btjunkie.org/torrent/Adobe-CS5-Master-Collection-MAC/4358b6d6498f525dbe818ab176c47564efc6f16762d4http://btjunkie.org/torrent/NEW-Adobe-CS5-5-Serials-and-Activation-Blocker-MAC/4358395e383d0fc92297715d4aa9b194ac0528ff904e","1323662378"
"1848","recieved","how","1366932941"
"1704","recieved","will he want $$?","1359668213"
"94","sent","damn my bad, peace","1308729670"
"431","sent","cs?","1323661913"
"862","sent","my buddy did mixing and mastering on track, i think the kid is a bitch though so fuck it","1328590734"
