MessageID,MessageType,MessageBody,Timestamp
"1708","sent","lol, thats the way it works though","1330313468"
"2691","recieved","as long as you know keys and basic commands you're good i think","1363824989"
"1709","sent","unfortunately","1330313477"
"516","sent","yeah","1320892980"
"3293","recieved","yeah i like it so far","1384908179"
"3137","recieved","i like that too","1381287495"
"1857","sent","ill ttyl","1332177372"
"1515","sent","shes busy to night and shes not comin out?","1329612246"
"517","sent","if you take x1, youll probably have hw 2x a week and scarce quizzes, which sucks balls","1320893004"
"881","recieved","its gonna be sick","1325229797"
"3294","recieved","was just a bit pricey haha","1384908183"
"3138","sent","haha sounds good","1381287532"
"1858","recieved","peace man","1332177394"
"1710","recieved","i don't do that.","1330313492"
"2692","sent","yeah, i just gotta roll through the implicit vs exxplicit join syntax","1363825158"
"882","recieved","my bros throwin a party","1325229800"
"1516","sent","lol","1329612247"
"518","recieved","wait so how hard with the 9am be?","1320893040"
"1517","recieved","haha yeah","1329612274"
"3295","sent","lol","1384908247"
"3139","sent","while i'm at it, i'll fix your tables lol","1381287614"
"1711","recieved","ever haha","1330313494"
"2693","recieved","forsure","1363825176"
"1859","recieved","yo u studyin?","1333424131"
"1518","recieved","man she looked pretty today tho","1329612289"
"883","sent","but i gotta hold it down for my kids over here","1325229802"
"519","sent","im guessing easier","1320893061"
"3296","recieved","but the screen is so nice","1384908255"
"520","sent","the other diff eq classes only get hw once a week, and more quizzes","1320893075"
"1712","sent","lol good luck then nigguh","1330313509"
"3140","recieved","nah nigga. the tables stay haha","1381287636"
"1519","sent","lol","1329612296"
"2694","recieved","i gotta roll tho man. gotta take a nap lol","1363825192"
"3297","sent","it's an investment :)","1384908255"
"884","recieved","5 guys. 11 girls","1325229804"
"521","sent","mathematica is a little different, since its onoline","1320893083"
"1860","sent","yuppp hittin grainger hard","1333424179"
"1713","sent","cuz she playin hard as fuck","1330313517"
"3141","sent","haha alright, if you like em that much i'll leave em","1381287655"
"2695","sent","fshoo gl","1363825198"
"1861","recieved","nice, im at biff","1333424184"
"1714","recieved","haha thanks man","1330313518"
"3298","sent","yeee","1384908259"
"1520","sent","shes gonna look back at college and remember the hours on top of hours she spent in the library","1329612316"
"3142","recieved","haha we'll see. if i like your work enough, we can talk about more stuff","1381287677"
"2696","recieved","thnks","1363825202"
"522","sent","but still 1x hw","1320893089"
"885","sent","no doubt","1325229805"
"1862","sent","niceeeee","1333424206"
"886","sent","wth its like niggas in paris or something!","1325229817"
"1715","recieved","meh. thats when i lose interest","1330313530"
"3299","recieved","i guess","1384908271"
"1521","recieved","she even talked!","1329612321"
"1522","sent","hahahah","1329612352"
"523","recieved","ill take more quizzes any day","1320893089"
"3143","recieved","you don't do backend though do you?","1381287683"
"1863","recieved","yooo","1333770625"
"2697","recieved","you're a bulls fan right?","1365666184"
"1716","sent","well, she mightve lost interest","1330313555"
"3300","recieved","it better last a few years","1384908274"
"1523","sent","shes thirsty for D!","1329612361"
"887","recieved","6 of which girls are super hot. the rest are ok","1325229819"
"3144","sent","i do enough to know what's going on, not enough to start a new framework/project","1381287762"
"2698","sent","yeah niggy","1365666199"
"524","sent","exactly","1320893143"
"1864","sent","yoski","1333770641"
"1717","sent","she feels like youll just do all that shit for her, she gets too comfortable","1330313566"
"888","recieved","fuckkkk yeah","1325229824"
"3301","recieved","it's just crazy how far computers have come","1384908282"
"525","recieved","ugh this damn phys 213 is killin me bro","1320893167"
"1524","recieved","haha fuck u","1329612370"
"3145","recieved","fosrue forsure","1381287779"
"2699","sent","whats good","1365666202"
"1718","recieved","nahhh","1330313567"
"1865","recieved","","1333771055"
"889","sent","hahaha fshoo","1325229841"
"3302","recieved","yo dawg","1385008821"
"526","sent","lol, i ditched that shit quick, its way too much work for now","1320893210"
"1525","sent",":)","1329612377"
"2700","recieved","http://www.youtube.com/watch?v=effuz5jfsM0","1365666212"
"3146","sent","alright, i gotta get to bed. i have strep, and it's killiin me","1381287818"
"890","sent","meet them up tomorrow man","1325229845"
"1866","recieved","yo dude i got bad news","1334009893"
"1526","recieved","you're not intrested are u?""","1329612385"
"3303","recieved","what food do i have to hit at redmond tmrw","1385008828"
"1719","recieved","i mean, look at me","1330313571"
"3147","recieved","damn man","1381287824"
"2701","recieved","just wanted to share that video","1365666216"
"527","recieved","blahhhhh i should...","1320893233"
"891","recieved","haha not till satuday ma","1325229854"
"1867","sent","what is it?","1334009928"
"3304","recieved","and friday","1385008830"
"1720","recieved","i never gave her the pazcki haha i ate them","1330313582"
"1527","sent","of course i am","1329612399"
"3148","recieved","peace","1381287824"
"528","sent","alright, im getting back to this diff eq","1320893263"
"892","recieved","man*","1325229857"
"1721","sent","LOL fuck yeah","1330313595"
"2702","sent","ahahah this is dope","1365666252"
"3305","sent","hah i couldn't tell you, i was only there for a week and most of our meals we ate at the hotel","1385008860"
"529","sent","if i can pull a c im taking bullshit 101 next semester instead","1320893276"
"1868","sent","you leaving me for silicon valley?","1334009937"
"1528","recieved","haha then im callin dibs!!","1329612417"
"3149","sent","keep me posted, we'll talk business soon ;)","1381287829"
"530","recieved","lol ight. peace.","1320893299"
"1722","recieved","too... damn... good...","1330313603"
"3306","sent","but we did hit up this great sushi place, h.o","1385008867"
"1869","recieved","i'm not gonna be able to be your 385 partner","1334009941"
"893","sent","oh shit thats right, my bad","1325229899"
"2703","sent","i'm fwding it to my brother","1365666259"
"2170","recieved","btw, how many polskis are here this summer?","1340054327"
"2426","recieved","wanna trade looksies?","1358923983"
"1529","sent","but the next time shes not talking, i might smack heracross the face","1329612418"
"894","sent","i get my days of the week mixed up when schools not in session","1325229910"
"1341","recieved","bouta do some work in grainger","1329071738"
"1723","recieved",":p","1330313606"
"1256","sent","im gonna visit it when i hit boston","1328642886"
"2171","sent","lol, a couple are upstairs","1340054341"
"1001","recieved","we'll see man. i gota pass out tho","1326779679"
"2427","sent","lol, i can send you my old one","1358924007"
"417","recieved","like no ones as hardcore as my cuz","1317096498"
"1530","sent","so im gonna let you have it hahaha","1329612423"
"1342","sent","samesies","1329071795"
"895","sent","lol","1325229911"
"701","sent","its just that, they give you a triangle","1322548612"
"1724","sent","lol i ate so much shit this weekend its ridiculous","1330313649"
"2172","sent","i live with an indian and an asian now lol","1340054349"
"700","recieved","im ehh","1322548597"
"2428","recieved","haha lemme know when you finish the new one","1358924018"
"1257","recieved","fuck that man","1328642889"
"702","sent","and whenever you do the n1 sin(theta1) bull shit","1322548625"
"1531","recieved","LOL...","1329612424"
"418","sent","damn, thats some crazy shit","1317096510"
"1343","sent","214 exam tomorrow, 210 tuesday","1329071805"
"1002","recieved","exactly","1326779683"
"896","recieved","lol i've been sleepin a ton man","1325229921"
"1258","recieved","its all about the CHI","1328642893"
"1725","recieved","lol nice","1330313683"
"1003","sent","lol fshoo, get to bed","1326779689"
"2429","sent","i'm doing it in latex and i suck dick at it lol","1358924056"
"703","sent","you have to establish new surfaces","1322548630"
"1532","sent","no dude, i get really frsutrated","1329612437"
"2173","recieved","ha yah","1340054364"
"419","recieved","he's like, im leaving to improve myself, so if ur stayin here u need to make some changes","1317096514"
"897","sent","me too, fuck that though so much time wasted","1325229944"
"1344","recieved","same man","1329071822"
"0","recieved","http://courses.engr.illinois.edu/ece110/ExamsSolutions/HE1fa05solutions.pdfhttp://courses.engr.illinois.edu/ece110/ExamsSolutions/HE1fa07solutions.pdfhttp://courses.engr.illinois.edu/ece110/ExamsSolutions/HE1fa08solutions.pdfhttp://courses.engr.illinois.edu/ece110/ExamsSolutions/HE1fa09solutions.pdfhttp://courses.engr.illinois.edu/ece110/ExamsSolutions/HE1fa10solutions.pdfhttp://courses.engr.illinois.edu/ece110/ExamsSolutions/HE1sp06solutions.pdfhttp://courses.engr.illinois.edu/ece110/ExamsSolutions/HE1sp07solutions.pdfhttp://courses.engr.illinois.edu/ece110/ExamsSolutions/HE1sp08solutions.pdfhttp://courses.engr.illinois.edu/ece110/ExamsSolutions/HE1sp09solutions.pdfhttp://courses.engr.illinois.edu/ece110/ExamsSolutions/HE1sp10solutions.pdf","1297394181"
"1004","sent","peace","1326779689"
"2430","sent","prolly tomorrow","1358924059"
"2174","recieved","i'm thinkin imma join a frat next year btw","1340054424"
"1726","recieved","yo","1330385931"
"1533","sent","thas why i end up ditching her lol","1329612441"
"1345","sent","h/o","1329071834"
"1005","recieved","yo man","1327070990"
"2431","recieved","haha i did mine in latex too","1358924115"
"2175","sent","lol best of luck, its late in the game but definitely possible","1340054486"
"898","sent","i started reading literature and shit to get myself more educated","1325229955"
"1346","sent","","1329071873"
"1260","sent","but each city has its own character, like, boston is cool as fuck","1328642944"
"705","sent","damn","1322548656"
"1727","sent","wattup","1330388539"
"1","recieved","maciek, thast a good looking cousin you have in your profile pic","1309132108"
"1534","recieved","man im gonna be really honest with you. i need a girl. and im a patient guy","1329612446"
"1259","sent","lol fsho","1328642930"
"899","recieved","thats alright","1325229961"
"2432","recieved","it'll look great man","1358924120"
"704","recieved","lol i dont even nkow what ur talkin about right now","1322548645"
"1728","recieved","Nm. What's good with u?","1330388570"
"2176","sent","theyll take whoever pays dues lol","1340054501"
"1261","sent","my brothers hittin vegas on friday","1328642970"
"706","sent","say goodbye to you bed for at least 2 and a half hours","1322548666"
"1535","recieved","lol dick.","1329612449"
"1347","recieved","what is that","1329071897"
"1006","recieved","my bad about last night","1327070993"
"2433","sent","lolz fsho","1358924142"
"421","sent","i bet your alcohol therapist is happy about it","1317096527"
"1729","sent","nm chillin like a villain","1330388636"
"422","sent","and yeah, thats what i was feelin too","1317096533"
"420","recieved","so thats our thing now","1317096516"
"1007","sent","naw nigguh dont worry about it","1327071034"
"2177","recieved","ha yah","1340054525"
"1262","sent","lol","1328642971"
"707","recieved","...","1322548687"
"1536","sent","man, if a bitch is fun then it doesnt even feel like waiting","1329612476"
"1348","sent","check that shit out N!GGVH!","1329071900"
"900","recieved","i started studying for the lsat","1325229966"
"2434","sent","i fuckin hate fixing buggy c code man","1358924151"
"901","sent","oh shit, gettn on top of stuff","1325229976"
"423","recieved","yeah gotta do woork","1317096575"
"1263","recieved","niiice haha","1328643035"
"1008","sent","i met her up and ditched her to play poker lmaoooo","1327071044"
"2178","recieved","i've been chillin with the guys all summer","1340054530"
"4","sent","hows ur summer been, interning?","1309132176"
"1349","sent","the ultimate 214 study tool what else would it be?","1329071912"
"708","recieved","ur not gonna be up for a while are u?","1322549024"
"1730","sent","290 tomorrowo","1330388641"
"1537","recieved","i guess","1329612567"
"424","recieved","yo maciek","1318219160"
"2435","sent","that's my whole assignment for 241","1358924164"
"1264","sent","yeah, he needs to get that bass clarinet","1328643048"
"3","sent","tnx rod","1309132169"
"2179","sent","nice","1340054537"
"902","sent","brb my brother wants somethin","1325229980"
"709","sent","haha","1322549042"
"1731","recieved","Exam? And nice. Sams comin over to chill and do hmw tmrw","1330388684"
"1538","recieved","but she'd make a good girlfriend","1329612573"
"2436","sent","most of it is ridiculously easy though","1358924184"
"1350","recieved","lolll","1329071990"
"1265","sent","http://i1.trekearth.com/photos/33514/0-marcusblows224pl.jpg","1328643069"
"2180","sent","which house?","1340054539"
"1351","recieved","are those solutions?","1329072003"
"903","recieved","ight","1325229995"
"1009","recieved","haha why'd u do that?","1327071063"
"1732","sent","fsho nice","1330388873"
"1539","sent","yeah, maybe","1329612635"
"2437","recieved","damn rough","1358924215"
"710","sent","not at all","1322549044"
"425","recieved","howd barndance go?","1318219170"
"1010","sent","i meet her for like 5 minutes, then im walkin her home and shes like ""oh you can sleep on my couch""","1327071091"
"1266","sent","HUGE","1328643082"
"1733","recieved","Yeah we'll see","1330388896"
"426","sent","amazing","1318219222"
"1352","sent","yeah, detailed","1329072015"
"904","sent","back","1325230505"
"2181","recieved","pikes","1340054542"
"7","sent","calc 3 int he AM, work int he PM","1309132203"
"2438","recieved","lol nevermind","1358924233"
"1011","sent","my honest thought was ""i cant get it up atm""","1327071100"
"1540","sent","i heard that her parents are very proper","1329612640"
"427","recieved","nice nice","1318219234"
"5","recieved","its been good man. how you been?","1309132184"
"711","sent","its late man!","1322549048"
"1267","recieved","thats nuts","1328643093"
"2","sent","lmaoo","1309132165"
"1353","recieved","is that what he did in the study session?","1329072023"
"6","sent","ive been good","1309132195"
"2182","sent","go big or go home, i like it lol","1340054562"
"905","recieved","ight","1325230519"
"428","recieved","wish i coulda gone","1318219236"
"2439","recieved","screw you CS people get a real job! haha","1358924238"
"1734","sent","and you were all sweatin it and shit","1330388926"
"1541","sent","#pierogirumors","1329612645"
"906","sent","hey rod, wanna hook me up with some scheduling advice?","1325545391"
"1012","sent","so i went to my friends house in urbana","1327071107"
"1354","sent","most likely","1329072033"
"2183","recieved","ha","1340054626"
"1013","recieved","... lol","1327071110"
"1268","sent","its the best instrument in the world, he might quit school after he buys it lmaoooo","1328643120"
"2440","recieved","jk man","1358924239"
"1735","recieved","Man I was drunk haha","1330388942"
"1542","recieved","lol parents LOVE me.","1329612654"
"429","recieved","lol did u really lose dan?","1318219240"
"713","sent","yo wassup","1322590201"
"907","recieved","i could try and help","1325545409"
"712","recieved","yo man","1322590193"
"1269","sent","you finish 210?","1328729717"
"2184","recieved","i'm just good friends with one of the guys","1340054631"
"430","sent","lol hes back","1318219297"
"2441","sent","lolz","1358924289"
"1736","sent","wth u were sweatin yesterday u puss","1330388955"
"10","recieved","very niice","1309132241"
"1355","sent","thats what they did last year","1329072038"
"1543","sent","man, when you reveal your aztec heritage will be the critical point","1329612683"
"9","sent","hahahaha, hell yeah","1309132234"
"1270","recieved","lol working right now","1328729750"
"1014","recieved","nice nice","1327071116"
"908","sent","cool","1325545415"
"2185","recieved","and now i know like 20 lol","1340054635"
"2442","sent","float Problem5(int *x){	float *y = (float *)x;	return *y;","1358924290"
"714","recieved","didnt even do physics last  night man...","1322590215"
"1737","recieved","I just don't like getting played. Makes me mad","1330388994"
"1544","sent","either they wont care or theyll be like wtf","1329612689"
"1356","sent","and its dated 2008","1329072041"
"909","sent","so, diff eq has been passed with a b minus","1325545427"
"2443","sent","}","1358924295"
"8","recieved","partying on the weekend?","1309132223"
"12","sent","to be honest, i cant wait to be back on campus though.","1309132258"
"1015","recieved","last night i was at pikes","1327071124"
"1738","recieved","screw this man","1330492505"
"2186","recieved","they're super chill dude","1340054641"
"1545","recieved","hahahahah aztec heritage","1329612718"
"1016","recieved","pre game with thetas, then went to red lion","1327071130"
"716","sent","well you got a week to knock it out still","1322590237"
"1357","recieved","what do you mean that's what they did last year?","1329072072"
"910","recieved","ok","1325545446"
"2444","sent","like wtf why would anyone write this?","1358924303"
"1358","sent","thats what they went over during last semester's review session","1329072101"
"1739","sent","lol start with #4","1330492524"
"2187","sent","nice dude","1340054659"
"1272","sent","kkkkk","1328729757"
"1546","recieved","trust me man, i've dealt with that issue before.","1329612727"
"717","recieved","this is true","1322590243"
"1017","sent","then freshman dorms yeeee","1327071139"
"1271","recieved","class in a few min tho","1328729752"
"911","sent","so im lookin at ece 210/290, cs 173, and phys 213/214 (im retaking 214 since i might as well get rid of that c+ while im at it)","1325545480"
"13","recieved","same here man","1309132274"
"2445","recieved","ohhhh pointers...","1358924304"
"433","sent","lol crazy shit all around bro","1318219567"
"434","recieved","damn i shoulda been there","1318219592"
"1740","sent","thats what im doin","1330492527"
"2188","sent","i'm not even thinking about the frat life, gotta get my grades up lol","1340054670"
"715","sent","lol, that was definitely forseen","1322590231"
"718","recieved","you wanna get together and study tonight?","1322590253"
"1547","sent","man, power to you nigguh!","1329612762"
"1359","sent","my bad ESL******","1329072107"
"912","sent","should i be ambitious and look for yet another class, such as cs 225 without the 173 prereq","1325545511"
"2446","recieved",":D","1358924305"
"1018","recieved","then slept with a freshman girl back at forbes","1327071142"
"2189","sent","and i might work state farm over the summer","1340054677"
"431","sent","dont sweat it","1318219303"
"1273","recieved","sorry bro","1328729840"
"1360","recieved","ah mmk","1329072120"
"1741","recieved","man idk","1330492548"
"1274","recieved","NYC MANANA","1328763436"
"14","recieved","we have to hit those bars as soon as we're back","1309132285"
"15","sent","hahah hell yeah man","1309132293"
"719","sent","i'll study the other shit","1322590276"
"1548","recieved","are they immigrants btw?","1329612790"
"435","sent","lol yee","1318219758"
"2447","recieved","beacuse they want to typecast like fools","1358924314"
"2190","sent","fall*","1340054680"
"1019","recieved","haha yeeee","1327071144"
"1361","sent","thats the only thing i used to study last semester","1329072171"
"1742","recieved","i wanna go to bed","1330492551"
"913","sent","or am i good?","1325545519"
"720","sent","but ill help you out yeah","1322590279"
"1275","sent","swaggin","1328763463"
"11","sent","i went to see avicii on friday, the show was awesome!","1309132245"
"1549","recieved","like is she first generation?","1329612794"
"436","recieved","damn. we gotta party soon tho","1318219790"
"432","recieved","lol what happened?","1318219308"
"16","recieved","haha syllabus weeeek","1309132296"
"1020","recieved","man i'm loving pikes, i hope i get a bid","1327071158"
"2448","sent","float *y = (float*) malloc(sizeof(float));	*y = (float) x;	return *y;","1358924430"
"2191","recieved","ah nice","1340054809"
"437","sent","lol","1318219802"
"17","sent","lol, im turning that into syllabus MONTH","1309132331"
"914","recieved","i'd go for it for a few weeks and see how i like it","1325545589"
"1743","sent","lolz samesies","1330492560"
"1362","sent","85%","1329072174"
"1550","sent","idk, i have this underlying feeling that her sister was born in poland but she was born here","1329612872"
"721","recieved","im talkin about studying for the exam","1322590294"
"1276","sent","i was up all night, i just woke up now from a longass nap","1328763471"
"438","sent","seeing as how im not takin phys 213 that could be a possibility","1318219816"
"2877","sent","mine was short and sweet too, and i got a call back :D","1378955194"
"2192","recieved","yeah i'm saying fuck it","1340054815"
"3150","recieved","forsure. peace","1381287852"
"3307","sent","umi sake house, but that's in seattle","1385008904"
"1363","recieved","nice nice","1329072180"
"1870","recieved","ha nah","1334009945"
"722","sent","yeah thats straight me and my roomie will be sittin on it too","1322590327"
"2878","recieved","well he said he'd get me an interview. so that works haha","1378955204"
"439","recieved","lol sounds like a plan then","1318219831"
"2193","recieved","i'm gonna carpe the fuck out of the diem","1340054827"
"637","sent","yeah, but i went ahead and installed it anyway","1322369697"
"1364","sent","i also studied right before the exam..","1329072214"
"3308","sent","you took the rental car, right?","1385008908"
"723","sent","go to that study session though, w/ noah","1322590335"
"3151","recieved","well got the microsoft interview","1381354659"
"638","sent","and its running now","1322369700"
"1871","sent","what thats not cool","1334009954"
"440","sent","fuckin engineering holds","1318219889"
"2194","sent","lolz fsho man","1340054839"
"2879","recieved","wut up","1379310155"
"3152","recieved","thanks man","1381354660"
"1365","sent","#imabitch","1329072220"
"724","recieved","u goin?","1322590342"
"3309","recieved","not sure","1385008925"
"441","sent","now i gotta suck D to drop this course","1318219893"
"2195","sent","gotta grab life and milk it for what you can lol","1340054851"
"639","sent","lol","1322369701"
"1872","sent","awww","1334009954"
"2880","recieved","damn this barn dance is gonna be huge","1379605597"
"1366","sent","when do you have 210 lab?","1329072225"
"3153","sent","fosh man","1381354712"
"3310","recieved","no i think i did cab","1385008928"
"640","recieved","oh for real? haha","1322369716"
"725","sent","i wont be there, i got an info meeting for t&m","1322590345"
"2196","recieved","exactly","1340054892"
"2881","sent","Lol idk I'm skeptical cuz I'm not running it this year","1379608842"
"1367","recieved","12 tmrw","1329072231"
"3154","sent","kill it!","1381354714"
"1873","sent",":(","1334009956"
"3311","recieved","i'm a dumbass","1385008930"
"641","sent","yeah","1322369746"
"726","sent","im checking it out","1322590352"
"1368","sent","damn i have it at 2","1329072263"
"2882","recieved","haha it'll be ok man","1379608874"
"442","sent","w/e","1318219918"
"3312","recieved","btw. do you find out of you get the offer the same day?","1385016396"
"2197","recieved","i'm doin fine so fuck it","1340054899"
"3155","recieved","haha we'll see","1381354744"
"443","sent","still not going to first lecture tomorrow","1318219923"
"444","recieved","it happens","1318219924"
"642","sent","come on, these swedish dudes arnt gonna bother blocking it entirely","1322369771"
"1874","sent","lolz dont swea ti t tho","1334009974"
"1369","sent","i need to do prelab","1329072267"
"2883","sent","Lol fosh","1379608908"
"1875","recieved","my bad dude i feel bad. i'd promised pat i'd be his partner but at first he couldn't get into the section and now he can","1334010009"
"727","recieved","oh ur going to that","1322590357"
"2198","recieved","i can have some fun","1340054902"
"445","recieved","lol u should do that","1318219938"
"3313","recieved","of interviews","1385016398"
"3156","recieved","idk what kind of role i'd want","1381354750"
"728","sent","yeah","1322590364"
"2199","recieved","yo i was thinkin about you today","1340560936"
"2884","recieved","i wonder if i'll actually go this year","1379608948"
"643","sent","theyre... swedish.","1322369779"
"1370","recieved","theres a prelab??","1329072322"
"446","sent","yeah","1318220572"
"1876","sent","awww whaaa","1334010021"
"3314","sent","i did, but i was interviewing for SE","1385016419"
"729","sent","i just wanna see what its about","1322590370"
"3157","sent","hmm","1381355290"
"644","recieved","lol seems like everyones turnin into a prick as of late","1322369830"
"2885","sent","Lol doittty","1379608985"
"1877","sent","gotta holler at d ras now","1334010025"
"2200","sent","lol i have that effect on people ;)","1340560963"
"447","sent","i shouldnt have a problem dropping it though, other than these holds","1318220580"
"3315","sent","your process is probably different","1385016423"
"1371","sent","yessir","1329072354"
"645","recieved","killing piracy in sweeden haha wtf","1322369842"
"2201","sent","wassup","1340560968"
"3158","sent","they didn't tell you who you're interviewing with?","1381355298"
"2886","sent","#hoskis","1379609001"
"448","sent","so im just gonna chill on it","1318220584"
"1372","recieved","well now i need to do that","1329072409"
"1878","recieved","yah man. sorry about that i mean it","1334010036"
"3316","recieved","gotcha. just curious","1385016433"
"2202","recieved","haha","1340560987"
"3159","recieved","you mean role?","1381355313"
"1879","sent","dont sweat it dude, its cool","1334010048"
"646","sent","nah, its never gonna happen","1322369853"
"2887","recieved","idk what that means haha","1379609010"
"730","sent","and if ill graduate on time","1322590373"
"1373","recieved","peace.","1329072414"
"731","recieved","i see","1322590388"
"3317","recieved","i'm gettin nervous haha","1385016437"
"3160","sent","yeah","1381355469"
"449","sent","and not go to class","1318220587"
"2203","recieved","remember that paint party ages ago?","1340560993"
"732","recieved","i bought an xbox btw","1322590440"
"647","sent","sweden is too #chill","1322369858"
"2888","sent","Lol polish hos bro","1379609051"
"450","sent","lol","1318220588"
"1880","sent","youve just been replaced, lolz","1334010868"
"3318","sent","lol nah dont sweat it","1385016453"
"3161","sent","they ussually tell you","1381355473"
"1374","sent","peace","1329072422"
"451","recieved","haha. just tell the dean","1318220597"
"2889","recieved","lol that's funny","1379609094"
"2204","recieved","at tke","1340560995"
"1881","recieved","haha ight man, my bad","1334010905"
"733","recieved","im so happy, i can watch hulu and xbox on my tv so easily","1322590449"
"3319","sent","ms is my bitch :)","1385016463"
"3162","recieved","they said i'm interviewing for anything open","1381355551"
"1375","sent","ball so hard","1329079420"
"452","sent","esp since it starts tomorrow and i have an exam","1318220599"
"2890","recieved","and idk man we'","1379609098"
"2205","sent","lmaooooo yeah, i know you dont though","1340561093"
"1882","sent","gonna go pee in a cup","1334072336"
"648","recieved","we'll see what happens","1322369871"
"649","recieved","do u like mac miller btw?","1322369886"
"1376","recieved","Mothafuckers wanna find me.","1329086271"
"3320","recieved","lol","1385016474"
"2206","recieved","lol","1340561120"
"3163","recieved","so SDE, SDT, or PM","1381355597"
"650","sent","ehh","1322369896"
"735","sent","play*","1322590460"
"1377","sent","what time is your 210 lab?","1329086734"
"1883","sent","wish me luck!","1334072338"
"734","sent","lol gonna make bf3","1322590452"
"453","sent","yee","1318220605"
"2891","recieved","we'll see*","1379609100"
"3321","recieved","it'd just be nice to have an offer under my belt","1385016486"
"736","sent","wtf","1322590461"
"3164","sent","najsss","1381355777"
"2207","recieved","i finally got around to cleaning my shoes","1340561128"
"1378","recieved","12","1329086745"
"454","recieved","yeah eff that","1318220620"
"2892","recieved","i have two polish friends haha","1379609110"
"651","sent","im picky with my hip hop, so no wiggers","1322369915"
"3322","recieved","yo interview experience at MS was great","1385320903"
"2208","recieved","dude. what happened that night","1340561132"
"1884","recieved","may the pee gods be with you!","1334072354"
"3165","sent","do PM","1381355779"
"1379","sent","fuuuuuuuuuuu","1329086776"
"455","recieved","yo dud","1319786793"
"737","sent","alright i gotta bounce","1322590465"
"2893","sent","Lol I hate polaks :o","1379609210"
"1885","sent","lolz fhoooo","1334072375"
"652","recieved","lol","1322369921"
"2209","recieved","i still wonder how i got all that paint on my shoes","1340561138"
"3166","recieved","why?","1381355803"
"456","recieved","dude&","1319786795"
"738","sent","go to noah though","1322590468"
"2894","recieved","haha no you don't","1379609218"
"1886","recieved","yo u takin 340 next semester?","1334243118"
"1380","sent","im the only one at 2","1329086781"
"2210","sent","bro idk, you werecovered in that shit lol","1340561460"
"653","recieved","he's jewish its ok","1322369924"
"739","recieved","ight man","1322590502"
"3167","sent","cuz you run shit","1381355814"
"2895","recieved","that feeling when you start playing GTA V at 11 and all of a sudden it's 3...","1379922241"
"1381","sent","im gettin those answers tonight i think, i cant promise theyll be in a timely manner","1329086795"
"457","recieved","*","1319786796"
"654","sent","ehh idk about that","1322369942"
"2211","sent","my white shorts were destroyed too","1340561467"
"1887","recieved","why u up so early","1334668807"
"740","recieved","ill text u after the session","1322590506"
"458","recieved","yo","1319935945"
"3168","sent","and you'll work with a SDE/SDET team","1381355821"
"2212","recieved","damn haha. no memories...","1340561483"
"2896","sent","Lool story of my life yo","1379922467"
"1888","sent","nigguh imma fail hard has hell yeeeee","1334669497"
"741","sent","fshoo","1322590513"
"655","sent","im big on the weeknd lately","1322369956"
"1382","recieved","Lol ight","1329086820"
"459","recieved","yo","1320040636"
"3169","recieved","do you think my skillset / personality fits well with the role?","1381355838"
"2897","sent","That game is too dope","1379922473"
"656","sent","and asap rocky","1322369961"
"2213","recieved","how's work been btw?","1340561494"
"742","recieved","pce","1322590517"
"1383","recieved","Lemme know when you do tho","1329086832"
"1889","recieved","i think imma do alright","1334684973"
"3170","recieved","not taking into account my PhD. in RunningShit","1381355848"
"460","sent","yo yo","1320040957"
"2898","recieved","how far are you?","1379922577"
"1021","sent","just remember to do dumb shit, frats love that","1327071180"
"1277","recieved","damn dude. rough.","1328763481"
"2214","recieved","wanna give me some motivation to run man? haha","1341884742"
"2449","sent","that works though right?","1358924437"
"2085","sent","i gotta go to work early tomorrow so i can leave early","1337561949"
"18","sent","this semester gets no mercy!","1309132342"
"1572","recieved","ight","1329689747"
"1890","recieved","how'd it go for u?","1334715817"
"1551","sent","but thats just me on past experience w/ girls like her","1329612882"
"1022","sent","lol","1327071181"
"2899","recieved","yo you in siebel?","1379987233"
"1744","recieved","screw this. bedtime.","1330492652"
"3171","sent","defnitely nigguh","1381356023"
"2086","sent","then im heading to chicago, meating with the president of poland on tuesday morning","1337561970"
"1278","sent","you gonna have  a nice time tho!","1328763483"
"2450","recieved","aren't you assigning a float to a float pointer?","1358924461"
"1573","recieved","sorry i nevere went to grainger for more than i needed to","1329709133"
"1891","sent","shitty","1334715856"
"3172","sent","startup experience, goldman, etc","1381356028"
"1552","recieved","she has a sister? lol","1329612952"
"2215","sent","lol fuck no i hate running","1341885083"
"2900","sent","yee sup","1379987248"
"1745","sent","kk night","1330492668"
"1023","recieved","haha","1327071206"
"2451","recieved","i could be wrong. my C is rusty","1358924465"
"1279","recieved","you ever been to NYC btw?","1328763484"
"1892","sent","w/e","1334715858"
"2216","sent","i've been eating/sleeping for like 4 days i feel awesome","1341885091"
"1574","sent","? i am confused","1329709156"
"2087","sent","then heading back","1337561973"
"1746","recieved","pce","1330492677"
"1553","sent","get that facebook stalking game up bro","1329612977"
"19","recieved","haha fuck that man","1309132350"
"3023","sent","i've been meaning to do more webdev anyway","1379998256"
"20","recieved","syllabus YEAR.","1309132353"
"1024","recieved","i think they like me","1327071212"
"2452","recieved","but my D sure isn't ;)","1358924472"
"2217","recieved","lol i've lost 15 pounds","1341885105"
"2901","recieved","mp3 haha...","1379987254"
"1747","recieved","sup niggha","1330558311"
"2088","recieved","oh yeah. forsure","1337561978"
